edible,cap_shape,cap_surface,cap_color,has_bruises,smell,gill_size,gill_color,stalk_shape,ring_number,ring_type,spore_color,population,habitat
edible,flat,fibrous,red,yes,none,broad,brown,tapering,one,pendant,brown,solitary,woods
poisonous,convex,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,knobbed,fibrous,yellow,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,grasses
edible,knobbed,fibrous,cinnamon,no,none,narrow,white,enlarging,one,evanescent,white,several,leaves
poisonous,flat,fibrous,gray,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,bell,scaly,pink,yes,none,broad,white,enlarging,two,pendant,green,several,grasses
edible,knobbed,scaly,pink,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,grasses
edible,knobbed,scaly,buff,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,smooth,white,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,urban
poisonous,convex,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,convex,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,flat,grooves,white,yes,none,narrow,white,enlarging,one,pendant,white,clustered,leaves
poisonous,convex,smooth,gray,yes,foul,broad,pink,tapering,one,pendant,chocolate,several,urban
edible,flat,scaly,cinnamon,no,none,narrow,white,enlarging,one,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,flat,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
edible,flat,scaly,pink,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,smooth,buff,yes,foul,broad,white,tapering,one,pendant,chocolate,several,grasses
poisonous,convex,smooth,gray,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
edible,knobbed,scaly,cinnamon,no,none,narrow,white,enlarging,one,evanescent,white,several,leaves
poisonous,convex,smooth,white,yes,foul,broad,white,tapering,one,pendant,chocolate,scattered,urban
poisonous,convex,smooth,white,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,buff,yes,foul,broad,white,tapering,one,pendant,chocolate,several,urban
poisonous,flat,smooth,buff,yes,foul,broad,pink,tapering,one,pendant,chocolate,several,grasses
edible,knobbed,scaly,cinnamon,no,none,narrow,white,enlarging,one,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
poisonous,flat,smooth,white,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,gray,yes,foul,broad,white,tapering,one,pendant,chocolate,scattered,urban
poisonous,conical,grooves,white,yes,none,narrow,white,enlarging,one,pendant,white,clustered,leaves
poisonous,convex,smooth,gray,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,urban
poisonous,bell,grooves,white,yes,none,narrow,white,enlarging,one,pendant,white,clustered,leaves
poisonous,convex,smooth,buff,yes,foul,broad,pink,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,white,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,scattered,urban
poisonous,bell,fibrous,yellow,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,knobbed,smooth,brown,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
edible,knobbed,scaly,buff,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,smooth,white,yes,foul,broad,white,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,buff,yes,none,broad,white,enlarging,two,pendant,green,several,meadows
poisonous,flat,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,smooth,buff,yes,none,broad,green,enlarging,two,pendant,green,several,grasses
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,flat,fibrous,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,woods
edible,convex,smooth,red,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,convex,fibrous,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,flat,fibrous,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,leaves
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
edible,convex,smooth,buff,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
edible,flat,scaly,brown,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,scaly,buff,yes,none,broad,green,enlarging,two,pendant,green,several,meadows
poisonous,convex,scaly,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,convex,smooth,buff,yes,foul,broad,white,tapering,one,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,buff,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,smooth,gray,yes,foul,broad,white,tapering,one,pendant,chocolate,several,grasses
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,convex,smooth,buff,yes,foul,broad,pink,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,fibrous,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
edible,convex,scaly,red,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,smooth,buff,yes,foul,broad,white,tapering,one,pendant,chocolate,scattered,grasses
poisonous,flat,smooth,white,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,grasses
edible,knobbed,scaly,red,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,fibrous,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
edible,convex,scaly,brown,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,grasses
poisonous,flat,smooth,buff,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,buff,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
edible,convex,smooth,pink,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
edible,flat,smooth,pink,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,bell,scaly,white,yes,none,broad,green,enlarging,two,pendant,green,several,grasses
edible,convex,scaly,cinnamon,no,none,narrow,white,enlarging,one,evanescent,white,several,leaves
edible,flat,smooth,brown,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,smooth,buff,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,urban
poisonous,convex,smooth,gray,yes,foul,broad,white,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,smooth,buff,yes,foul,broad,white,tapering,one,pendant,chocolate,several,urban
poisonous,convex,smooth,white,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,grasses
edible,flat,scaly,cinnamon,no,none,narrow,white,enlarging,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
edible,convex,scaly,white,no,none,narrow,chocolate,enlarging,one,flaring,chocolate,several,woods
poisonous,convex,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,flat,scaly,pink,yes,none,broad,white,enlarging,two,pendant,green,several,grasses
poisonous,flat,smooth,gray,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,urban
poisonous,convex,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,knobbed,smooth,pink,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,flat,smooth,buff,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,scattered,urban
edible,knobbed,scaly,pink,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,paths
poisonous,flat,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,smooth,buff,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,convex,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,woods
poisonous,flat,fibrous,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
edible,knobbed,smooth,buff,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
poisonous,convex,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,convex,smooth,gray,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,scattered,urban
edible,flat,smooth,brown,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,convex,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,convex,smooth,gray,yes,foul,broad,pink,tapering,one,pendant,chocolate,several,urban
poisonous,convex,smooth,gray,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,grasses
poisonous,flat,scaly,pink,yes,none,broad,white,enlarging,two,pendant,green,several,meadows
edible,knobbed,scaly,buff,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,convex,smooth,white,yes,foul,broad,white,tapering,one,pendant,chocolate,several,urban
poisonous,convex,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,knobbed,scaly,brown,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,woods
edible,convex,scaly,pink,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,smooth,gray,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,urban
edible,convex,smooth,pink,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,bell,scaly,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
poisonous,flat,smooth,buff,yes,foul,broad,chocolate,tapering,one,pendant,chocolate,several,grasses
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,convex,smooth,buff,yes,foul,broad,white,tapering,one,pendant,chocolate,scattered,urban
poisonous,convex,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,knobbed,scaly,pink,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
edible,knobbed,fibrous,cinnamon,no,none,narrow,white,enlarging,one,evanescent,white,several,leaves
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,several,grasses
edible,convex,smooth,brown,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,gray,no,foul,broad,pink,enlarging,one,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,woods
poisonous,flat,smooth,gray,yes,foul,broad,white,tapering,one,pendant,chocolate,several,urban
poisonous,knobbed,scaly,white,yes,none,narrow,white,enlarging,one,pendant,white,clustered,leaves
edible,knobbed,fibrous,brown,no,none,narrow,white,enlarging,one,evanescent,white,several,leaves
poisonous,knobbed,fibrous,yellow,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
poisonous,flat,smooth,white,yes,foul,broad,white,tapering,one,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,yellow,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,woods
edible,knobbed,smooth,buff,yes,none,broad,red,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,convex,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,convex,scaly,yellow,no,foul,broad,chocolate,enlarging,one,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no,foul,broad,pink,enlarging,one,large,chocolate,several,paths
poisonous,bell,scaly,white,yes,none,broad,white,enlarging,two,pendant,green,several,grasses
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,solitary,grasses
poisonous,convex,smooth,white,yes,foul,broad,pink,tapering,one,pendant,chocolate,several,grasses
poisonous,convex,smooth,buff,yes,foul,broad,white,tapering,one,pendant,chocolate,several,grasses
edible,knobbed,scaly,buff,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,foul,broad,gray,enlarging,one,large,chocolate,several,paths
poisonous,convex,smooth,buff,yes,foul,broad,pink,tapering,one,pendant,chocolate,scattered,grasses
poisonous,bell,scaly,buff,yes,none,broad,white,enlarging,two,pendant,green,several,meadows
poisonous,convex,smooth,white,yes,foul,broad,white,tapering,one,pendant,chocolate,several,grasses
edible,knobbed,smooth,brown,yes,none,broad,white,enlarging,two,evanescent,white,clustered,waste
poisonous,flat,smooth,gray,yes,foul,broad,white,tapering,one,pendant,chocolate,scattered,urban
poisonous,convex,fibrous,yellow,no,none,narrow,white,enlarging,one,evanescent,white,several,woods
poisonous,flat,smooth,gray,yes,foul,broad,pink,tapering,one,pendant,chocolate,several,grasses
